ethyl benzoate,benzoic acid,"in biochemistry, it is an intermediate in the citric acid cycle, which occurs in the metabolism of all aerobic organisms.","in 1977, a patent was granted to lever brothers for the chemical synthesis of citric acid starting either from aconitic or isocitrate/alloisocitrate calcium salts under high pressure conditions.","as with many volatile esters, ethyl benzoate has a pleasant odor described as sweet, wintergreen, fruity, medicinal, cherry, and grape.",citric acid/potassium-sodium citrate can be used as a blood acid regulator.,"in 1893, c. wehmer discovered penicillium mold could produce citric acid from sugar."
resmethrin,(5-benzylfuran-3-yl)methanol,"83,resmethrin world health organization & food and agriculture organization reregistration eligibility decision for resmethrin (2006) - u.s. environmental protection agency","in biochemistry, it is an intermediate in the citric acid cycle, which occurs in the metabolism of all aerobic organisms.","  resmethrin in the pesticide properties database (ppdb) resmethrin technical fact sheet - national pesticide information center pyrethrins and pyrethroids fact sheet - national pesticide information center resmethrin pesticide information profile - extension toxicology network msds for scourge' formula ii compendium of pesticide common names: resmethrin who/fao data sheets on pesticides,no.","resmethrin is a pyrethroid insecticide with many uses, including control of the adult mosquito population.","as with many volatile esters, ethyl benzoate has a pleasant odor described as sweet, wintergreen, fruity, medicinal, cherry, and grape."
butyl acetate,butanol,"resmethrin is a pyrethroid insecticide with many uses, including control of the adult mosquito population.",the alarm pheromones emitted by the koschevnikov gland of honey bees contain butyl acetate.,butyl acetate is often used as a high-boiling solvent of moderate polarity.,"butyl acetate is found in many types of fruit, where along with other chemicals it imparts characteristic flavors and has a sweet smell of banana or apple.","as with many volatile esters, ethyl benzoate has a pleasant odor described as sweet, wintergreen, fruity, medicinal, cherry, and grape."
methyl amine,methanol ,"resmethrin is a pyrethroid insecticide with many uses, including control of the adult mosquito population.","as with many volatile esters, ethyl benzoate has a pleasant odor described as sweet, wintergreen, fruity, medicinal, cherry, and grape.",butyl acetate is often used as a high-boiling solvent of moderate polarity.,"butyl acetate is found in many types of fruit, where along with other chemicals it imparts characteristic flavors and has a sweet smell of banana or apple.",the alarm pheromones emitted by the koschevnikov gland of honey bees contain butyl acetate.
melamine,urea,melamine was first synthesized by the german chemist justus von liebig in 1834.,surplus melamine has been an adulterant for feedstock and milk in mainland china for several years now because it can make diluted or poor quality material appear to be higher in protein content by elevating the total nitrogen content detected by some simple protein tests.,sulfonated melamine formaldehyde (smf) is a polymer used as cement admixture to reduce the water content in concrete while increasing the fluidity and the workability of the mix during its handling and pouring.,toxicity of melamine can be mediated by intestinal microbes.,rats colonized by k. terrigena showed greater melamine-induced kidney damage compared to those not colonized.
hydrofluoric acid,calcium fluoride,the principal use of hydrofluoric acid is in organofluorine chemistry.,"vapour phase decomposition     international chemical safety card 0283 niosh pocket guide to chemical hazards cid 14917 from pubchem (hf) cid 144681 from pubchem (5hf) cid 141165 from pubchem (6hf) cid 144682 from pubchem (7hf) hydrofluoric acid burn, the new england journal of medicine acid burn case study","for similar reasons, dilute hydrofluoric acid is a component of household rust stain remover, in car washes in ""wheel cleaner"" compounds, in ceramic and fabric rust inhibitors, and in water spot removers.",melamine was first synthesized by the german chemist justus von liebig in 1834.,"because of its high reactivity toward glass and moderate reactivity toward many metals, hydrofluoric acid is usually stored in plastic containers (although ptfe is slightly permeable to it)."
aluminium fluoride,hexafluorosilicic acid,melamine was first synthesized by the german chemist justus von liebig in 1834.,"because of its high reactivity toward glass and moderate reactivity toward many metals, hydrofluoric acid is usually stored in plastic containers (although ptfe is slightly permeable to it).","vapour phase decomposition     international chemical safety card 0283 niosh pocket guide to chemical hazards cid 14917 from pubchem (hf) cid 144681 from pubchem (5hf) cid 141165 from pubchem (6hf) cid 144682 from pubchem (7hf) hydrofluoric acid burn, the new england journal of medicine acid burn case study","together with zirconium fluoride, aluminium fluoride is an ingredient for the production of fluoroaluminate glasses.",aluminium fluoride (alf3) is an inorganic compound used primarily in the production of aluminium.
glutamic acid,glucose," glutamic acid, being a constituent of protein, is present in every food that contains protein, but it can only be tasted when it is present in an unbound form."," although they occur naturally in many foods, the flavor contributions made by glutamic acid and other amino acids were only scientifically identified early in the twentieth century.",auxigro is a plant growth preparation that contains 30% glutamic acid.,"significant amounts of free glutamic acid are present in a wide variety of foods, including cheese and soy sauce, and is responsible for umami, one of the five basic tastes of the human sense of taste.","he then patented a method of mass-producing a crystalline salt of glutamic acid, monosodium glutamate."
glutamine,glucose,glutamine (abbreviated as gln or q; encoded by the codons caa and cag) is an α-amino acid that is used in the biosynthesis of proteins.," glutamic acid, being a constituent of protein, is present in every food that contains protein, but it can only be tasted when it is present in an unbound form.","in human blood, glutamine is the most abundant free amino acid, with a concentration of about 500–900 µm.",auxigro is a plant growth preparation that contains 30% glutamic acid.,"glutamine plays a role in a variety of biochemical functions: protein synthesis, as any other of the 20 proteinogenic amino acids lipid synthesis, especially by cancer cells."
monosodium glutamate,glutamic acid,"monosodium glutamate is found naturally in tomatoes, cheese and other foods.","in human blood, glutamine is the most abundant free amino acid, with a concentration of about 500–900 µm.",auxigro is a plant growth preparation that contains 30% glutamic acid.,(mayo clinic) international glutamate information service (igis) the facts on monosodium glutamate (eufic) could msg make a comeback?," glutamic acid, being a constituent of protein, is present in every food that contains protein, but it can only be tasted when it is present in an unbound form."
monopotassium glutamate,glutamic acid," glutamic acid, being a constituent of protein, is present in every food that contains protein, but it can only be tasted when it is present in an unbound form.",auxigro is a plant growth preparation that contains 30% glutamic acid.,(mayo clinic) international glutamate information service (igis) the facts on monosodium glutamate (eufic) could msg make a comeback?,monopotassium glutamate (mpg) is a compound with formula kc5h8no4.,"in human blood, glutamine is the most abundant free amino acid, with a concentration of about 500–900 µm."
